Offender_ID,Victim_ID,FIR_ID,Relationship_Type
OFF01525,VIC02941,FIR03692,Direct Involvement
OFF01748,VIC01869,FIR03693,Repeat Offender
OFF01291,VIC01019,FIR03694,Known Associate
OFF00384,VIC01425,FIR03695,Known Associate
OFF00990,VIC02649,FIR03696,Known Associate
OFF01587,VIC02508,FIR03697,Direct Involvement
OFF01140,VIC00427,FIR03698,Direct Involvement
OFF00411,VIC02988,FIR03699,Repeat Offender
OFF01507,VIC02581,FIR03700,Repeat Offender
OFF00996,VIC02070,FIR03701,Direct Involvement
OFF00749,VIC00452,FIR03702,Known Associate
OFF00596,VIC00669,FIR03703,Direct Involvement
OFF00078,VIC02412,FIR03704,Known Associate
OFF00583,VIC02194,FIR03705,Direct Involvement
OFF01570,VIC01900,FIR03706,Direct Involvement
OFF01201,VIC02816,FIR03707,Repeat Offender
OFF00863,VIC02864,FIR03708,Repeat Offender
OFF01499,VIC02775,FIR03709,Repeat Offender
OFF00894,VIC00505,FIR03710,Repeat Offender
OFF01806,VIC01174,FIR03711,Direct Involvement
OFF00766,VIC00398,FIR03712,Known Associate
OFF00525,VIC02838,FIR03713,Known Associate
OFF00749,VIC02632,FIR03714,Direct Involvement
OFF00229,VIC00006,FIR03715,Known Associate
OFF00161,VIC02073,FIR03716,Repeat Offender
OFF01794,VIC00050,FIR03717,Known Associate
OFF00287,VIC01595,FIR03718,Direct Involvement
OFF01233,VIC00130,FIR03719,Direct Involvement
OFF01283,VIC00795,FIR03720,Known Associate
OFF00655,VIC00067,FIR03721,Direct Involvement
OFF00364,VIC01218,FIR03722,Known Associate
OFF01753,VIC01031,FIR03723,Known Associate
OFF00610,VIC01612,FIR03724,Known Associate
OFF00342,VIC00243,FIR03725,Repeat Offender
OFF00596,VIC02833,FIR03726,Known Associate
OFF00133,VIC01463,FIR03727,Known Associate
OFF01709,VIC00456,FIR03728,Direct Involvement
OFF01458,VIC01537,FIR03729,Direct Involvement
OFF01957,VIC01209,FIR03730,Direct Involvement
OFF00895,VIC01135,FIR03731,Repeat Offender
OFF00295,VIC01673,FIR03732,Known Associate
OFF00017,VIC02283,FIR03733,Direct Involvement
OFF01209,VIC00009,FIR03734,Repeat Offender
OFF01569,VIC00280,FIR03735,Known Associate
OFF01115,VIC02009,FIR03736,Repeat Offender
OFF00601,VIC02321,FIR03737,Known Associate
OFF01020,VIC02221,FIR03738,Known Associate
OFF00656,VIC00460,FIR03739,Direct Involvement
OFF00251,VIC01780,FIR03740,Repeat Offender
OFF00195,VIC01724,FIR03741,Repeat Offender
OFF01692,VIC00122,FIR03742,Known Associate
OFF01258,VIC02377,FIR03743,Known Associate
OFF01865,VIC02621,FIR03744,Known Associate
OFF00610,VIC02109,FIR03745,Known Associate
OFF01626,VIC02902,FIR03746,Known Associate
OFF00678,VIC02888,FIR03747,Known Associate
OFF01673,VIC00374,FIR03748,Repeat Offender
OFF01597,VIC00352,FIR03749,Known Associate
OFF00255,VIC01731,FIR03750,Direct Involvement
OFF00926,VIC01133,FIR03751,Direct Involvement
OFF00274,VIC01065,FIR03752,Repeat Offender
OFF00341,VIC02192,FIR03753,Direct Involvement
OFF01399,VIC02960,FIR03754,Repeat Offender
OFF00759,VIC01751,FIR03755,Direct Involvement
OFF01806,VIC01604,FIR03756,Direct Involvement
OFF00506,VIC00465,FIR03757,Known Associate
OFF00156,VIC02892,FIR03758,Direct Involvement
OFF01652,VIC01477,FIR03759,Direct Involvement
OFF01206,VIC02554,FIR03760,Repeat Offender
OFF00370,VIC02239,FIR03761,Known Associate
OFF00179,VIC02699,FIR03762,Known Associate
OFF01282,VIC01335,FIR03763,Direct Involvement
OFF00066,VIC01589,FIR03764,Direct Involvement
OFF01646,VIC02818,FIR03765,Known Associate
OFF01073,VIC00213,FIR03766,Direct Involvement
OFF01853,VIC01723,FIR03767,Direct Involvement
OFF01339,VIC02021,FIR03768,Direct Involvement
OFF00849,VIC02768,FIR03769,Direct Involvement
OFF00095,VIC00978,FIR03770,Repeat Offender
OFF01016,VIC00576,FIR03771,Direct Involvement
OFF00755,VIC01007,FIR03772,Repeat Offender
OFF00075,VIC00717,FIR03773,Repeat Offender
OFF00851,VIC01578,FIR03774,Known Associate
OFF00471,VIC00038,FIR03775,Repeat Offender
OFF01673,VIC02527,FIR03776,Known Associate
OFF01635,VIC00613,FIR03777,Direct Involvement
OFF01155,VIC00789,FIR03778,Repeat Offender
OFF01892,VIC02399,FIR03779,Repeat Offender
OFF00011,VIC01259,FIR03780,Known Associate
OFF00625,VIC02416,FIR03781,Repeat Offender
OFF01733,VIC00899,FIR03782,Direct Involvement
OFF00960,VIC00222,FIR03783,Repeat Offender
OFF01829,VIC00760,FIR03784,Direct Involvement
OFF00430,VIC02092,FIR03785,Direct Involvement
OFF00249,VIC02328,FIR03786,Repeat Offender
OFF00318,VIC02048,FIR03787,Repeat Offender
OFF00111,VIC00077,FIR03788,Known Associate
OFF00698,VIC00465,FIR03789,Repeat Offender
OFF00210,VIC00802,FIR03790,Repeat Offender
OFF00657,VIC00982,FIR03791,Direct Involvement
OFF00083,VIC02093,FIR03792,Direct Involvement
OFF00524,VIC01549,FIR03793,Known Associate
OFF01229,VIC01819,FIR03794,Repeat Offender
OFF01460,VIC01108,FIR03795,Repeat Offender
OFF01367,VIC01327,FIR03796,Known Associate
OFF01331,VIC01971,FIR03797,Direct Involvement
OFF00925,VIC01917,FIR03798,Direct Involvement
OFF00363,VIC01106,FIR03799,Known Associate
OFF00238,VIC02600,FIR03800,Repeat Offender
OFF00691,VIC01311,FIR03801,Direct Involvement
OFF01823,VIC01761,FIR03802,Known Associate
OFF01825,VIC01877,FIR03803,Known Associate
OFF00565,VIC00935,FIR03804,Direct Involvement
OFF00651,VIC01273,FIR03805,Known Associate
OFF00843,VIC01153,FIR03806,Direct Involvement
OFF00320,VIC00876,FIR03807,Direct Involvement
OFF00369,VIC00280,FIR03808,Repeat Offender
OFF01658,VIC01851,FIR03809,Direct Involvement
OFF00194,VIC02002,FIR03810,Known Associate
OFF01967,VIC01238,FIR03811,Repeat Offender
OFF01830,VIC01082,FIR03812,Known Associate
OFF01196,VIC01605,FIR03813,Repeat Offender
OFF00248,VIC02740,FIR03814,Known Associate
OFF00906,VIC02721,FIR03815,Repeat Offender
OFF00238,VIC00083,FIR03816,Direct Involvement
OFF00689,VIC02532,FIR03817,Direct Involvement
OFF01422,VIC01554,FIR03818,Repeat Offender
OFF01665,VIC01413,FIR03819,Known Associate
OFF01558,VIC00239,FIR03820,Repeat Offender
OFF01136,VIC02883,FIR03821,Known Associate
OFF01419,VIC01486,FIR03822,Repeat Offender
OFF01791,VIC00576,FIR03823,Known Associate
OFF01220,VIC00391,FIR03824,Direct Involvement
OFF00402,VIC02685,FIR03825,Repeat Offender
OFF01380,VIC00362,FIR03826,Known Associate
OFF01866,VIC01799,FIR03827,Known Associate
OFF00667,VIC01994,FIR03828,Direct Involvement
OFF01665,VIC02500,FIR03829,Known Associate
OFF00395,VIC00474,FIR03830,Repeat Offender
OFF01763,VIC01630,FIR03831,Repeat Offender
OFF00053,VIC02016,FIR03832,Repeat Offender
OFF01777,VIC02525,FIR03833,Known Associate
OFF00635,VIC02552,FIR03834,Direct Involvement
OFF01128,VIC01977,FIR03835,Repeat Offender
OFF00654,VIC02508,FIR03836,Known Associate
OFF01958,VIC00402,FIR03837,Known Associate
OFF00319,VIC00142,FIR03838,Known Associate
OFF01829,VIC01603,FIR03839,Repeat Offender
OFF00879,VIC02856,FIR03840,Direct Involvement
OFF01369,VIC00158,FIR03841,Repeat Offender
OFF00793,VIC00832,FIR03842,Repeat Offender
OFF01336,VIC00383,FIR03843,Known Associate
OFF01558,VIC00676,FIR03844,Repeat Offender
OFF00814,VIC00640,FIR03845,Known Associate
OFF00228,VIC01682,FIR03846,Repeat Offender
OFF00817,VIC01263,FIR03847,Direct Involvement
OFF01529,VIC00344,FIR03848,Direct Involvement
OFF01868,VIC01794,FIR03849,Repeat Offender
OFF00518,VIC00728,FIR03850,Repeat Offender
OFF00739,VIC02293,FIR03851,Known Associate
OFF01626,VIC01766,FIR03852,Known Associate
OFF00336,VIC02285,FIR03853,Known Associate
OFF00096,VIC00865,FIR03854,Known Associate
OFF01374,VIC01192,FIR03855,Known Associate
OFF01222,VIC01289,FIR03856,Known Associate
OFF00140,VIC00973,FIR03857,Direct Involvement
OFF00929,VIC00922,FIR03858,Repeat Offender
OFF01078,VIC02217,FIR03859,Known Associate
OFF01180,VIC01261,FIR03860,Repeat Offender
OFF00664,VIC02274,FIR03861,Direct Involvement
OFF00972,VIC00882,FIR03862,Known Associate
OFF01310,VIC00704,FIR03863,Direct Involvement
OFF00741,VIC02906,FIR03864,Direct Involvement
OFF00133,VIC00481,FIR03865,Repeat Offender
OFF01277,VIC00849,FIR03866,Known Associate
OFF00234,VIC01080,FIR03867,Known Associate
OFF00324,VIC00393,FIR03868,Known Associate
OFF01676,VIC02802,FIR03869,Known Associate
OFF00500,VIC01629,FIR03870,Known Associate
OFF00351,VIC00513,FIR03871,Direct Involvement
OFF01761,VIC02860,FIR03872,Known Associate
OFF00262,VIC01933,FIR03873,Known Associate
OFF00942,VIC02132,FIR03874,Direct Involvement
OFF00182,VIC02381,FIR03875,Repeat Offender
OFF00224,VIC01874,FIR03876,Direct Involvement
OFF01719,VIC01189,FIR03877,Repeat Offender
OFF01155,VIC00867,FIR03878,Known Associate
OFF01143,VIC01489,FIR03879,Known Associate
OFF01242,VIC01767,FIR03880,Repeat Offender
OFF01392,VIC00397,FIR03881,Repeat Offender
OFF01240,VIC01306,FIR03882,Repeat Offender
OFF01484,VIC01662,FIR03883,Known Associate
OFF01438,VIC00509,FIR03884,Repeat Offender
OFF01737,VIC01712,FIR03885,Repeat Offender
OFF00086,VIC01551,FIR03886,Repeat Offender
OFF01067,VIC00770,FIR03887,Known Associate
OFF00340,VIC02853,FIR03888,Repeat Offender
OFF00075,VIC00906,FIR03889,Repeat Offender
OFF01754,VIC02305,FIR03890,Repeat Offender
OFF01126,VIC01596,FIR03891,Direct Involvement
OFF01675,VIC01666,FIR03892,Repeat Offender
OFF00569,VIC00095,FIR03893,Direct Involvement
OFF01634,VIC02221,FIR03894,Direct Involvement
OFF01067,VIC02302,FIR03895,Direct Involvement
OFF00487,VIC01577,FIR03896,Direct Involvement
OFF00811,VIC00184,FIR03897,Repeat Offender
OFF01956,VIC00564,FIR03898,Known Associate
OFF00314,VIC02501,FIR03899,Repeat Offender
OFF01868,VIC01062,FIR03900,Known Associate
OFF01891,VIC00123,FIR03901,Direct Involvement
OFF00875,VIC02384,FIR03902,Known Associate
OFF01757,VIC01206,FIR03903,Direct Involvement
OFF01381,VIC00432,FIR03904,Direct Involvement
OFF01701,VIC00507,FIR03905,Direct Involvement
OFF01126,VIC01150,FIR03906,Direct Involvement
OFF00043,VIC01381,FIR03907,Repeat Offender
OFF00999,VIC01596,FIR03908,Repeat Offender
OFF00027,VIC00994,FIR03909,Known Associate
OFF01072,VIC00759,FIR03910,Known Associate
OFF01807,VIC02695,FIR03911,Direct Involvement
OFF00450,VIC02732,FIR03912,Repeat Offender
OFF00646,VIC00843,FIR03913,Repeat Offender
OFF00624,VIC00500,FIR03914,Direct Involvement
OFF00462,VIC00005,FIR03915,Repeat Offender
OFF01910,VIC01269,FIR03916,Known Associate
OFF00132,VIC01210,FIR03917,Known Associate
OFF00917,VIC02529,FIR03918,Repeat Offender
OFF00142,VIC02933,FIR03919,Repeat Offender
OFF00464,VIC01328,FIR03920,Repeat Offender
OFF01408,VIC01657,FIR03921,Known Associate
OFF01735,VIC02458,FIR03922,Known Associate
OFF00244,VIC01048,FIR03923,Repeat Offender
OFF01425,VIC02031,FIR03924,Direct Involvement
OFF01030,VIC00854,FIR03925,Direct Involvement
OFF01447,VIC02713,FIR03926,Known Associate
OFF01036,VIC00482,FIR03927,Direct Involvement
OFF00533,VIC02396,FIR03928,Direct Involvement
OFF01586,VIC01795,FIR03929,Direct Involvement
OFF01909,VIC01370,FIR03930,Known Associate
OFF01440,VIC00025,FIR03931,Repeat Offender
OFF00050,VIC01561,FIR03932,Repeat Offender
OFF01838,VIC00870,FIR03933,Direct Involvement
OFF00228,VIC00480,FIR03934,Repeat Offender
OFF01926,VIC01200,FIR03935,Repeat Offender
OFF01937,VIC02493,FIR03936,Known Associate
OFF01933,VIC01651,FIR03937,Repeat Offender
OFF00980,VIC01835,FIR03938,Repeat Offender
OFF01505,VIC00342,FIR03939,Direct Involvement
OFF01467,VIC00911,FIR03940,Known Associate
OFF00791,VIC00307,FIR03941,Direct Involvement
OFF01764,VIC02583,FIR03942,Direct Involvement
OFF00555,VIC01270,FIR03943,Direct Involvement
OFF01701,VIC01578,FIR03944,Known Associate
OFF00545,VIC00466,FIR03945,Repeat Offender
OFF01648,VIC01261,FIR03946,Repeat Offender
OFF00095,VIC02746,FIR03947,Direct Involvement
OFF00210,VIC01444,FIR03948,Known Associate
OFF00948,VIC00486,FIR03949,Repeat Offender
OFF00597,VIC00116,FIR03950,Repeat Offender
OFF01792,VIC02016,FIR03951,Direct Involvement
OFF01936,VIC01235,FIR03952,Known Associate
OFF01976,VIC02440,FIR03953,Direct Involvement
OFF01515,VIC02572,FIR03954,Known Associate
OFF00171,VIC00119,FIR03955,Known Associate
OFF00077,VIC02848,FIR03956,Repeat Offender
OFF00758,VIC02799,FIR03957,Known Associate
OFF00360,VIC02683,FIR03958,Known Associate
OFF00204,VIC00291,FIR03959,Repeat Offender
OFF01889,VIC00748,FIR03960,Known Associate
OFF01317,VIC02303,FIR03961,Direct Involvement
OFF00652,VIC02246,FIR03962,Direct Involvement
OFF00549,VIC02778,FIR03963,Known Associate
OFF00260,VIC02182,FIR03964,Direct Involvement
OFF00390,VIC01751,FIR03965,Repeat Offender
OFF00089,VIC02984,FIR03966,Direct Involvement
OFF01759,VIC01040,FIR03967,Known Associate
OFF01712,VIC00129,FIR03968,Repeat Offender
OFF00458,VIC00780,FIR03969,Known Associate
OFF00278,VIC01886,FIR03970,Known Associate
OFF00138,VIC02589,FIR03971,Direct Involvement
OFF01240,VIC01782,FIR03972,Repeat Offender
OFF00287,VIC01582,FIR03973,Direct Involvement
OFF01768,VIC02757,FIR03974,Repeat Offender
OFF01275,VIC02034,FIR03975,Direct Involvement
OFF01081,VIC01502,FIR03976,Direct Involvement
OFF01048,VIC01305,FIR03977,Direct Involvement
OFF00037,VIC00126,FIR03978,Direct Involvement
OFF00402,VIC02011,FIR03979,Direct Involvement
OFF00213,VIC01251,FIR03980,Repeat Offender
OFF00072,VIC00473,FIR03981,Known Associate
OFF01677,VIC01689,FIR03982,Repeat Offender
OFF01672,VIC02815,FIR03983,Repeat Offender
OFF01553,VIC02176,FIR03984,Known Associate
OFF00325,VIC01929,FIR03985,Direct Involvement
OFF00286,VIC01992,FIR03986,Known Associate
OFF01366,VIC00321,FIR03987,Direct Involvement
OFF01443,VIC02423,FIR03988,Direct Involvement
OFF01880,VIC00663,FIR03989,Direct Involvement
OFF00900,VIC00695,FIR03990,Known Associate
OFF00616,VIC00904,FIR03991,Known Associate
OFF01931,VIC01859,FIR03992,Direct Involvement
OFF01315,VIC02649,FIR03993,Direct Involvement
OFF00626,VIC02800,FIR03994,Known Associate
OFF01800,VIC00103,FIR03995,Direct Involvement
OFF01264,VIC00325,FIR03996,Direct Involvement
OFF00396,VIC00378,FIR03997,Repeat Offender
OFF00498,VIC01117,FIR03998,Known Associate
OFF01108,VIC02394,FIR03999,Repeat Offender
OFF01158,VIC00272,FIR04000,Direct Involvement
OFF00174,VIC00017,FIR04001,Known Associate
OFF00667,VIC00763,FIR04002,Direct Involvement
OFF00449,VIC02372,FIR04003,Direct Involvement
OFF00410,VIC00403,FIR04004,Known Associate
OFF00297,VIC02980,FIR04005,Direct Involvement
OFF00182,VIC01218,FIR04006,Direct Involvement
OFF00212,VIC01060,FIR04007,Direct Involvement
OFF00497,VIC01791,FIR04008,Repeat Offender
OFF01098,VIC00649,FIR04009,Known Associate
OFF01822,VIC02181,FIR04010,Repeat Offender
OFF01077,VIC00404,FIR04011,Direct Involvement
OFF01517,VIC01047,FIR04012,Direct Involvement
OFF01479,VIC01593,FIR04013,Known Associate
OFF00299,VIC01143,FIR04014,Known Associate
OFF00458,VIC00824,FIR04015,Direct Involvement
OFF00489,VIC01148,FIR04016,Direct Involvement
OFF00151,VIC01833,FIR04017,Known Associate
OFF01559,VIC02001,FIR04018,Repeat Offender
OFF00620,VIC00724,FIR04019,Repeat Offender
OFF00358,VIC02426,FIR04020,Repeat Offender
OFF00442,VIC02285,FIR04021,Known Associate
OFF00290,VIC00183,FIR04022,Direct Involvement
OFF01503,VIC02124,FIR04023,Known Associate
OFF00615,VIC00346,FIR04024,Repeat Offender
OFF01048,VIC02227,FIR04025,Direct Involvement
OFF00439,VIC02236,FIR04026,Repeat Offender
OFF01459,VIC00851,FIR04027,Known Associate
OFF00727,VIC00946,FIR04028,Known Associate
OFF01821,VIC02078,FIR04029,Repeat Offender
OFF00571,VIC00236,FIR04030,Known Associate
OFF00506,VIC01588,FIR04031,Direct Involvement
OFF00877,VIC00689,FIR04032,Repeat Offender
OFF01908,VIC00255,FIR04033,Known Associate
OFF00232,VIC02587,FIR04034,Known Associate
OFF01334,VIC01621,FIR04035,Direct Involvement
OFF01539,VIC01082,FIR04036,Repeat Offender
OFF00736,VIC02038,FIR04037,Known Associate
OFF01434,VIC02308,FIR04038,Known Associate
OFF00579,VIC01481,FIR04039,Direct Involvement
OFF00365,VIC01370,FIR04040,Repeat Offender
OFF00393,VIC02515,FIR04041,Known Associate
OFF01395,VIC01250,FIR04042,Direct Involvement
OFF00989,VIC02694,FIR04043,Repeat Offender
OFF01120,VIC01553,FIR04044,Direct Involvement
OFF00122,VIC00971,FIR04045,Repeat Offender
OFF00920,VIC02639,FIR04046,Known Associate
OFF01217,VIC01979,FIR04047,Repeat Offender
OFF01532,VIC00577,FIR04048,Direct Involvement
OFF01268,VIC00094,FIR04049,Direct Involvement
OFF01082,VIC02006,FIR04050,Repeat Offender
OFF00645,VIC02130,FIR04051,Repeat Offender
OFF01428,VIC02993,FIR04052,Known Associate
OFF00814,VIC02981,FIR04053,Repeat Offender
OFF00395,VIC01763,FIR04054,Direct Involvement
OFF01042,VIC01159,FIR04055,Known Associate
OFF00283,VIC02943,FIR04056,Direct Involvement
OFF01203,VIC02117,FIR04057,Known Associate
OFF01817,VIC00469,FIR04058,Known Associate
OFF00936,VIC02695,FIR04059,Repeat Offender
OFF01815,VIC00312,FIR04060,Known Associate
OFF01783,VIC02120,FIR04061,Known Associate
OFF00076,VIC01743,FIR04062,Repeat Offender
OFF00061,VIC01733,FIR04063,Known Associate
OFF01458,VIC01591,FIR04064,Repeat Offender
OFF00178,VIC02281,FIR04065,Repeat Offender
OFF00860,VIC01613,FIR04066,Known Associate
OFF01866,VIC00212,FIR04067,Repeat Offender
OFF01591,VIC01781,FIR04068,Repeat Offender
OFF01136,VIC02283,FIR04069,Repeat Offender
OFF01499,VIC01592,FIR04070,Known Associate
OFF01981,VIC00450,FIR04071,Direct Involvement
OFF01963,VIC01529,FIR04072,Repeat Offender
OFF00539,VIC01694,FIR04073,Repeat Offender
OFF01545,VIC02309,FIR04074,Direct Involvement
OFF00321,VIC02621,FIR04075,Repeat Offender
OFF00602,VIC02841,FIR04076,Repeat Offender
OFF00963,VIC00219,FIR04077,Known Associate
OFF00346,VIC01684,FIR04078,Repeat Offender
OFF00413,VIC02652,FIR04079,Direct Involvement
OFF00304,VIC00097,FIR04080,Repeat Offender
OFF00775,VIC01422,FIR04081,Known Associate
OFF00364,VIC02079,FIR04082,Known Associate
OFF01084,VIC01795,FIR04083,Known Associate
OFF01486,VIC01434,FIR04084,Direct Involvement
OFF01216,VIC00626,FIR04085,Repeat Offender
OFF00788,VIC00390,FIR04086,Direct Involvement
OFF00785,VIC02988,FIR04087,Direct Involvement
OFF01004,VIC00722,FIR04088,Known Associate
OFF01680,VIC02394,FIR04089,Repeat Offender
OFF00305,VIC02548,FIR04090,Repeat Offender
OFF01667,VIC02815,FIR04091,Repeat Offender
OFF00438,VIC02809,FIR04092,Repeat Offender
OFF01708,VIC00635,FIR04093,Direct Involvement
OFF01565,VIC02250,FIR04094,Repeat Offender
OFF01978,VIC02741,FIR04095,Direct Involvement
OFF01635,VIC01922,FIR04096,Direct Involvement
OFF00462,VIC02935,FIR04097,Direct Involvement
OFF00844,VIC02489,FIR04098,Direct Involvement
OFF00362,VIC00247,FIR04099,Known Associate
OFF01769,VIC01219,FIR04100,Repeat Offender
OFF01862,VIC01862,FIR04101,Direct Involvement
OFF00895,VIC02043,FIR04102,Repeat Offender
OFF01772,VIC00620,FIR04103,Direct Involvement
OFF00129,VIC02127,FIR04104,Direct Involvement
OFF00990,VIC00049,FIR04105,Repeat Offender
OFF00165,VIC00113,FIR04106,Direct Involvement
OFF00287,VIC01274,FIR04107,Known Associate
OFF00513,VIC02180,FIR04108,Repeat Offender
OFF00766,VIC01084,FIR04109,Direct Involvement
OFF00228,VIC00636,FIR04110,Direct Involvement
OFF01249,VIC02774,FIR04111,Repeat Offender
OFF01080,VIC02102,FIR04112,Known Associate
OFF01202,VIC02235,FIR04113,Direct Involvement
OFF01295,VIC02221,FIR04114,Known Associate
OFF00821,VIC01912,FIR04115,Known Associate
OFF01542,VIC01536,FIR04116,Repeat Offender
OFF00882,VIC00829,FIR04117,Known Associate
OFF00214,VIC00959,FIR04118,Repeat Offender
OFF01144,VIC02270,FIR04119,Direct Involvement
OFF01566,VIC01101,FIR04120,Repeat Offender
OFF01431,VIC02476,FIR04121,Repeat Offender
OFF01892,VIC01287,FIR04122,Known Associate
OFF00548,VIC02704,FIR04123,Repeat Offender
OFF01581,VIC01499,FIR04124,Known Associate
OFF00180,VIC02157,FIR04125,Known Associate
OFF01128,VIC01397,FIR04126,Repeat Offender
OFF00625,VIC00485,FIR04127,Known Associate
OFF00833,VIC00676,FIR04128,Repeat Offender
OFF00429,VIC00869,FIR04129,Direct Involvement
OFF00860,VIC02609,FIR04130,Direct Involvement
OFF01795,VIC00655,FIR04131,Known Associate
OFF01938,VIC01188,FIR04132,Direct Involvement
OFF00762,VIC02767,FIR04133,Known Associate
OFF01021,VIC00008,FIR04134,Repeat Offender
OFF01989,VIC00584,FIR04135,Repeat Offender
OFF00283,VIC02464,FIR04136,Repeat Offender
OFF01925,VIC01431,FIR04137,Repeat Offender
OFF00990,VIC00812,FIR04138,Known Associate
OFF01631,VIC02560,FIR04139,Direct Involvement
OFF00999,VIC01372,FIR04140,Known Associate
OFF00402,VIC02594,FIR04141,Repeat Offender
OFF00206,VIC01648,FIR04142,Known Associate
OFF01049,VIC00401,FIR04143,Known Associate
OFF01665,VIC02062,FIR04144,Known Associate
OFF00892,VIC02041,FIR04145,Repeat Offender
OFF01980,VIC00503,FIR04146,Repeat Offender
OFF01347,VIC02720,FIR04147,Known Associate
OFF01517,VIC00806,FIR04148,Repeat Offender
OFF01666,VIC01785,FIR04149,Repeat Offender
OFF00656,VIC01423,FIR04150,Repeat Offender
OFF00686,VIC02243,FIR04151,Known Associate
OFF00899,VIC01631,FIR04152,Repeat Offender
OFF00897,VIC01586,FIR04153,Repeat Offender
OFF01558,VIC01237,FIR04154,Repeat Offender
OFF01576,VIC02580,FIR04155,Repeat Offender
OFF00364,VIC01219,FIR04156,Known Associate
OFF00537,VIC01386,FIR04157,Repeat Offender
OFF00830,VIC00973,FIR04158,Repeat Offender
OFF00076,VIC00438,FIR04159,Known Associate
OFF01207,VIC01736,FIR04160,Direct Involvement
OFF01448,VIC00430,FIR04161,Repeat Offender
OFF00728,VIC00780,FIR04162,Known Associate
OFF00426,VIC01855,FIR04163,Known Associate
OFF00643,VIC02588,FIR04164,Repeat Offender
OFF00358,VIC02863,FIR04165,Repeat Offender
OFF00087,VIC01615,FIR04166,Known Associate
OFF01243,VIC01064,FIR04167,Direct Involvement
OFF01437,VIC00758,FIR04168,Direct Involvement
OFF01720,VIC01700,FIR04169,Known Associate
OFF01114,VIC01041,FIR04170,Direct Involvement
OFF01569,VIC00135,FIR04171,Direct Involvement
OFF00935,VIC00643,FIR04172,Repeat Offender
OFF01501,VIC02138,FIR04173,Repeat Offender
OFF01024,VIC01472,FIR04174,Repeat Offender
OFF01166,VIC02738,FIR04175,Known Associate
OFF00572,VIC02818,FIR04176,Known Associate
OFF00390,VIC00855,FIR04177,Known Associate
OFF00921,VIC02585,FIR04178,Repeat Offender
OFF01888,VIC02793,FIR04179,Repeat Offender
OFF00054,VIC00349,FIR04180,Repeat Offender
OFF01626,VIC01416,FIR04181,Repeat Offender
OFF00517,VIC00923,FIR04182,Direct Involvement
OFF01811,VIC01809,FIR04183,Repeat Offender
OFF01635,VIC00376,FIR04184,Known Associate
OFF00848,VIC02861,FIR04185,Direct Involvement
OFF00008,VIC00530,FIR04186,Known Associate
OFF01838,VIC02979,FIR04187,Repeat Offender
OFF00680,VIC02898,FIR04188,Repeat Offender
OFF00452,VIC00496,FIR04189,Repeat Offender
OFF00256,VIC01323,FIR04190,Known Associate
OFF01786,VIC00982,FIR04191,Repeat Offender
OFF00004,VIC01909,FIR04192,Direct Involvement
OFF01946,VIC00166,FIR04193,Repeat Offender
OFF00362,VIC00717,FIR04194,Known Associate
OFF00718,VIC02838,FIR04195,Repeat Offender
OFF01618,VIC00775,FIR04196,Direct Involvement
OFF00756,VIC01883,FIR04197,Repeat Offender
OFF01637,VIC00050,FIR04198,Repeat Offender
OFF01223,VIC01433,FIR04199,Direct Involvement
OFF00672,VIC02517,FIR04200,Direct Involvement
OFF01360,VIC02570,FIR04201,Direct Involvement
OFF00760,VIC01786,FIR04202,Known Associate
OFF01243,VIC00730,FIR04203,Known Associate
OFF00263,VIC02082,FIR04204,Known Associate
OFF00535,VIC01239,FIR04205,Direct Involvement
OFF01699,VIC02703,FIR04206,Direct Involvement
OFF01559,VIC01633,FIR04207,Direct Involvement
OFF01565,VIC00118,FIR04208,Direct Involvement
OFF01787,VIC02388,FIR04209,Repeat Offender
OFF01193,VIC02276,FIR04210,Direct Involvement
OFF01966,VIC02051,FIR04211,Direct Involvement
OFF00289,VIC00210,FIR04212,Known Associate
OFF01440,VIC02981,FIR04213,Known Associate
OFF00559,VIC00439,FIR04214,Known Associate
OFF01311,VIC02594,FIR04215,Direct Involvement
OFF01123,VIC01756,FIR04216,Direct Involvement
OFF01208,VIC02700,FIR04217,Repeat Offender
OFF01750,VIC01214,FIR04218,Repeat Offender
OFF00116,VIC00171,FIR04219,Direct Involvement
OFF01733,VIC00742,FIR04220,Known Associate
OFF02000,VIC01109,FIR04221,Known Associate
OFF01824,VIC02196,FIR04222,Repeat Offender
OFF01886,VIC02263,FIR04223,Repeat Offender
OFF01251,VIC02433,FIR04224,Direct Involvement
OFF01362,VIC02487,FIR04225,Repeat Offender
OFF01049,VIC01939,FIR04226,Direct Involvement
OFF01147,VIC01752,FIR04227,Known Associate
OFF00336,VIC02890,FIR04228,Direct Involvement
OFF01328,VIC00414,FIR04229,Direct Involvement
OFF00402,VIC01201,FIR04230,Repeat Offender
OFF00751,VIC01697,FIR04231,Known Associate
OFF00524,VIC01005,FIR04232,Direct Involvement
OFF00154,VIC01669,FIR04233,Known Associate
OFF00737,VIC00377,FIR04234,Direct Involvement
OFF00611,VIC02867,FIR04235,Direct Involvement
OFF01675,VIC01252,FIR04236,Direct Involvement
OFF00934,VIC00524,FIR04237,Repeat Offender
OFF00011,VIC01299,FIR04238,Direct Involvement
OFF01837,VIC02076,FIR04239,Direct Involvement
OFF01861,VIC02390,FIR04240,Repeat Offender
OFF01550,VIC00208,FIR04241,Repeat Offender
OFF01281,VIC00851,FIR04242,Known Associate
