FIR_ID,Crime_Type,Date,District,Police_Station,Location_ID,Status,Offender_ID,Victim_ID
FIR04283,Vehicle Theft,2024-01-12,Ballari,West PS,LOC089,Open,OFF01246,VIC01156
FIR04284,Vehicle Theft,2022-06-22,Udupi,Traffic PS,LOC049,Closed,OFF01513,VIC01201
FIR04285,Drug Offense,2023-06-04,Kalaburagi,North PS,LOC043,Under Investigation,OFF00477,VIC01196
FIR04286,Robbery,2023-12-08,Ballari,Rural PS,LOC066,Open,OFF00214,VIC00233
FIR04287,Cyber Crime,2022-06-16,Davanagere,Traffic PS,LOC095,Open,OFF01840,VIC02717
FIR04288,Domestic Violence,2022-11-05,Hassan,Traffic PS,LOC009,Open,OFF01752,VIC02093
FIR04289,Murder,2022-06-27,Vijayapura,South PS,LOC017,Closed,OFF00995,VIC02393
FIR04290,Kidnapping,2024-11-17,Chikkamagaluru,North PS,LOC093,Under Investigation,OFF01873,VIC02753
FIR04291,Murder,2024-09-14,Mangaluru,Cyber PS,LOC069,Under Investigation,OFF00176,VIC02952
FIR04292,Fraud,2023-03-28,Shivamogga,South PS,LOC063,Under Investigation,OFF01029,VIC01975
FIR04293,Vehicle Theft,2022-07-24,Tumakuru,North PS,LOC005,Closed,OFF01736,VIC00693
FIR04294,Financial Fraud,2024-09-22,Mangaluru,West PS,LOC002,Open,OFF01188,VIC00476
FIR04295,Fraud,2022-03-08,Davanagere,Rural PS,LOC011,Closed,OFF01844,VIC02434
FIR04296,Theft,2024-07-14,Ballari,Traffic PS,LOC013,Under Investigation,OFF00285,VIC02627
FIR04297,Burglary,2022-05-31,Vijayapura,Traffic PS,LOC045,Closed,OFF00373,VIC00847
FIR04298,Theft,2024-02-22,Udupi,Traffic PS,LOC049,Closed,OFF00729,VIC02921
FIR04299,Cyber Crime,2024-03-14,Ballari,West PS,LOC089,Under Investigation,OFF00241,VIC01815
FIR04300,Kidnapping,2025-07-23,Tumakuru,North PS,LOC005,Under Investigation,OFF01655,VIC02506
FIR04301,Assault,2023-10-19,Mysuru,Rural PS,LOC027,Open,OFF00729,VIC00979
FIR04302,Domestic Violence,2024-02-28,Hubballi-Dharwad,North PS,LOC039,Closed,OFF01425,VIC00056
FIR04303,Vehicle Theft,2025-02-15,Belagavi,Cyber PS,LOC053,Closed,OFF00031,VIC02447
FIR04304,Kidnapping,2024-08-09,Hassan,Central PS,LOC021,Closed,OFF01463,VIC01704
FIR04305,Drug Offense,2022-01-20,Chikkamagaluru,Rural PS,LOC024,Closed,OFF01777,VIC01453
FIR04306,Fraud,2023-09-28,Davanagere,North PS,LOC044,Under Investigation,OFF01996,VIC02455
FIR04307,Financial Fraud,2025-04-17,Ballari,North PS,LOC047,Closed,OFF00885,VIC00492
FIR04308,Kidnapping,2025-07-24,Ballari,Cyber PS,LOC026,Open,OFF01674,VIC01739
FIR04309,Vehicle Theft,2025-08-01,Kalaburagi,Traffic PS,LOC008,Open,OFF02000,VIC00866
FIR04310,Assault,2023-04-12,Mysuru,Rural PS,LOC027,Open,OFF01227,VIC01526
FIR04311,Drug Offense,2025-04-03,Udupi,Central PS,LOC007,Under Investigation,OFF01542,VIC00006
FIR04312,Fraud,2024-07-13,Hubballi-Dharwad,Traffic PS,LOC032,Closed,OFF00581,VIC00163
FIR04313,Robbery,2023-11-28,Hubballi-Dharwad,North PS,LOC039,Open,OFF01321,VIC02339
FIR04314,Cyber Crime,2025-01-16,Shivamogga,West PS,LOC056,Under Investigation,OFF00017,VIC01527
FIR04315,Cyber Crime,2025-04-16,Belagavi,Central PS,LOC090,Under Investigation,OFF00598,VIC02336
FIR04316,Robbery,2023-03-21,Bengaluru Urban,East PS,LOC054,Under Investigation,OFF00586,VIC01452
FIR04317,Drug Offense,2023-12-07,Bengaluru Urban,East PS,LOC054,Open,OFF00408,VIC01985
FIR04318,Burglary,2023-08-16,Ballari,North PS,LOC047,Closed,OFF01799,VIC02949
FIR04319,Murder,2024-07-20,Davanagere,Rural PS,LOC011,Under Investigation,OFF00526,VIC01328
FIR04320,Financial Fraud,2025-04-02,Kalaburagi,North PS,LOC052,Closed,OFF01721,VIC00371
FIR04321,Robbery,2024-04-26,Ballari,Cyber PS,LOC026,Open,OFF00921,VIC02373
FIR04322,Vehicle Theft,2022-04-15,Kalaburagi,Traffic PS,LOC100,Under Investigation,OFF00393,VIC01778
FIR04323,Cyber Crime,2024-03-14,Belagavi,Cyber PS,LOC022,Closed,OFF00651,VIC02460
FIR04324,Kidnapping,2023-08-17,Kalaburagi,East PS,LOC012,Under Investigation,OFF00069,VIC01915
FIR04325,Fraud,2024-05-06,Udupi,North PS,LOC060,Closed,OFF01978,VIC02672
FIR04326,Murder,2024-11-14,Vijayapura,South PS,LOC083,Closed,OFF01007,VIC01806
FIR04327,Drug Offense,2022-12-07,Bengaluru Urban,East PS,LOC031,Under Investigation,OFF00489,VIC02331
FIR04328,Cyber Crime,2023-03-07,Kalaburagi,East PS,LOC012,Under Investigation,OFF01336,VIC01767
FIR04329,Kidnapping,2023-07-04,Bengaluru Rural,Cyber PS,LOC097,Open,OFF00329,VIC02040
FIR04330,Theft,2025-04-02,Mangaluru,Cyber PS,LOC061,Under Investigation,OFF00961,VIC00716
FIR04331,Kidnapping,2023-06-13,Vijayapura,Central PS,LOC079,Closed,OFF00753,VIC01938
FIR04332,Financial Fraud,2023-12-16,Bengaluru Urban,East PS,LOC031,Closed,OFF00346,VIC00166
FIR04333,Drug Offense,2024-06-07,Vijayapura,Rural PS,LOC050,Under Investigation,OFF00502,VIC00433
FIR04334,Burglary,2025-05-08,Davanagere,Rural PS,LOC011,Under Investigation,OFF01951,VIC00225
FIR04335,Robbery,2024-04-15,Vijayapura,Rural PS,LOC050,Open,OFF01063,VIC01608
FIR04336,Drug Offense,2022-09-28,Mangaluru,North PS,LOC098,Under Investigation,OFF01445,VIC02592
FIR04337,Murder,2022-03-11,Vijayapura,Traffic PS,LOC045,Closed,OFF01459,VIC00867
FIR04338,Vehicle Theft,2024-07-23,Hassan,Central PS,LOC037,Under Investigation,OFF01170,VIC00987
FIR04339,Theft,2024-08-17,Mangaluru,East PS,LOC091,Under Investigation,OFF01632,VIC01436
FIR04340,Murder,2025-03-12,Shivamogga,South PS,LOC063,Closed,OFF01397,VIC00719
FIR04341,Assault,2024-02-10,Hubballi-Dharwad,West PS,LOC034,Closed,OFF01981,VIC02025
FIR04342,Burglary,2025-04-21,Chikkamagaluru,Rural PS,LOC051,Under Investigation,OFF00270,VIC01382
FIR04343,Kidnapping,2022-05-23,Bengaluru Urban,East PS,LOC054,Open,OFF00581,VIC01274
FIR04344,Assault,2024-06-15,Mangaluru,Central PS,LOC070,Closed,OFF00539,VIC02899
FIR04345,Domestic Violence,2022-09-24,Ballari,West PS,LOC089,Under Investigation,OFF00682,VIC02557
FIR04346,Burglary,2022-12-20,Vijayapura,Traffic PS,LOC045,Under Investigation,OFF01750,VIC02722
FIR04347,Domestic Violence,2024-04-13,Bengaluru Urban,East PS,LOC031,Under Investigation,OFF00018,VIC01477
FIR04348,Assault,2023-08-12,Bengaluru Rural,East PS,LOC081,Open,OFF00373,VIC02941
FIR04349,Kidnapping,2023-01-30,Tumakuru,West PS,LOC042,Open,OFF01997,VIC00737
FIR04350,Assault,2022-10-21,Vijayapura,South PS,LOC086,Under Investigation,OFF01986,VIC02988
FIR04351,Cyber Crime,2023-04-16,Davanagere,South PS,LOC025,Closed,OFF00598,VIC01647
FIR04352,Drug Offense,2022-02-16,Bengaluru Rural,West PS,LOC028,Under Investigation,OFF01098,VIC01683
FIR04353,Murder,2024-02-13,Bengaluru Rural,North PS,LOC046,Closed,OFF00322,VIC01000
FIR04354,Kidnapping,2023-04-10,Hassan,Central PS,LOC037,Open,OFF01212,VIC00868
FIR04355,Fraud,2025-06-07,Bengaluru Rural,Cyber PS,LOC097,Under Investigation,OFF01657,VIC01250
FIR04356,Fraud,2023-01-26,Hassan,West PS,LOC094,Closed,OFF01175,VIC01341
FIR04357,Fraud,2024-03-13,Davanagere,Cyber PS,LOC087,Open,OFF00762,VIC02189
FIR04358,Robbery,2023-09-18,Davanagere,Traffic PS,LOC095,Open,OFF01284,VIC00688
FIR04359,Assault,2023-12-05,Chikkamagaluru,East PS,LOC080,Closed,OFF01414,VIC00999
FIR04360,Theft,2022-04-10,Kalaburagi,East PS,LOC029,Closed,OFF00216,VIC02366
FIR04361,Domestic Violence,2023-06-04,Udupi,Central PS,LOC059,Under Investigation,OFF01322,VIC00050
FIR04362,Domestic Violence,2023-08-12,Hubballi-Dharwad,Central PS,LOC085,Closed,OFF01957,VIC01958
FIR04363,Robbery,2023-05-18,Bengaluru Rural,North PS,LOC046,Open,OFF00360,VIC01612
FIR04364,Domestic Violence,2025-07-17,Chikkamagaluru,Central PS,LOC084,Open,OFF00874,VIC01446
FIR04365,Fraud,2022-12-08,Udupi,Central PS,LOC007,Closed,OFF01009,VIC00775
FIR04366,Domestic Violence,2022-10-21,Mangaluru,West PS,LOC002,Open,OFF00980,VIC01562
FIR04367,Vehicle Theft,2023-05-23,Hubballi-Dharwad,North PS,LOC099,Closed,OFF01197,VIC02368
FIR04368,Fraud,2022-09-28,Hubballi-Dharwad,North PS,LOC039,Closed,OFF01720,VIC01161
FIR04369,Domestic Violence,2024-09-09,Bengaluru Urban,Central PS,LOC065,Closed,OFF01859,VIC01362
FIR04370,Kidnapping,2024-12-21,Vijayapura,East PS,LOC001,Closed,OFF01494,VIC01329
FIR04371,Theft,2024-03-23,Ballari,East PS,LOC075,Under Investigation,OFF00831,VIC00587
FIR04372,Assault,2022-03-28,Ballari,Traffic PS,LOC013,Under Investigation,OFF01278,VIC02133
FIR04373,Burglary,2022-09-24,Vijayapura,South PS,LOC035,Open,OFF00126,VIC00481
FIR04374,Vehicle Theft,2022-06-03,Vijayapura,South PS,LOC035,Open,OFF01352,VIC01355
FIR04375,Financial Fraud,2025-06-26,Mangaluru,East PS,LOC091,Closed,OFF00390,VIC02832
FIR04376,Drug Offense,2024-04-01,Kalaburagi,Traffic PS,LOC008,Open,OFF00210,VIC00637
FIR04377,Kidnapping,2025-03-27,Udupi,North PS,LOC015,Open,OFF01866,VIC00521
FIR04378,Murder,2024-08-24,Ballari,North PS,LOC047,Under Investigation,OFF00969,VIC02575
FIR04379,Domestic Violence,2022-11-23,Udupi,South PS,LOC078,Closed,OFF00263,VIC01662
FIR04380,Cyber Crime,2022-06-06,Mangaluru,Cyber PS,LOC069,Open,OFF01107,VIC00306
FIR04381,Fraud,2025-03-08,Shivamogga,Central PS,LOC033,Closed,OFF00455,VIC02165
FIR04382,Robbery,2025-03-26,Vijayapura,South PS,LOC035,Closed,OFF01722,VIC00157
FIR04383,Drug Offense,2025-03-28,Chikkamagaluru,Central PS,LOC084,Closed,OFF01922,VIC00248
FIR04384,Drug Offense,2022-08-24,Belagavi,Cyber PS,LOC053,Open,OFF01398,VIC01674
FIR04385,Burglary,2023-02-03,Ballari,Traffic PS,LOC023,Under Investigation,OFF01020,VIC00797
FIR04386,Theft,2024-11-03,Mangaluru,North PS,LOC098,Closed,OFF01303,VIC00681
FIR04387,Fraud,2022-02-09,Vijayapura,South PS,LOC083,Open,OFF00614,VIC00217
FIR04388,Burglary,2022-03-26,Hubballi-Dharwad,North PS,LOC082,Under Investigation,OFF00324,VIC00628
FIR04389,Fraud,2023-10-02,Hubballi-Dharwad,Traffic PS,LOC032,Under Investigation,OFF01204,VIC01664
FIR04390,Theft,2022-11-04,Hassan,West PS,LOC041,Open,OFF01852,VIC01198
FIR04391,Financial Fraud,2022-11-23,Hubballi-Dharwad,North PS,LOC082,Under Investigation,OFF01925,VIC00826
FIR04392,Robbery,2022-01-08,Hubballi-Dharwad,Central PS,LOC085,Under Investigation,OFF00084,VIC00717
FIR04393,Cyber Crime,2024-01-10,Kalaburagi,Traffic PS,LOC008,Closed,OFF00012,VIC02574
FIR04394,Drug Offense,2022-05-17,Ballari,Cyber PS,LOC026,Closed,OFF01533,VIC01961
FIR04395,Murder,2024-10-17,Ballari,West PS,LOC089,Open,OFF01821,VIC00114
FIR04396,Theft,2022-05-20,Chikkamagaluru,West PS,LOC088,Closed,OFF00240,VIC02445
FIR04397,Burglary,2024-04-30,Udupi,Traffic PS,LOC049,Closed,OFF00410,VIC00119
FIR04398,Financial Fraud,2025-08-24,Hubballi-Dharwad,Traffic PS,LOC032,Open,OFF00445,VIC00046
FIR04399,Burglary,2023-12-30,Hubballi-Dharwad,North PS,LOC039,Closed,OFF01783,VIC00174
FIR04400,Murder,2025-10-25,Bengaluru Urban,East PS,LOC054,Closed,OFF01136,VIC00577
FIR04401,Burglary,2023-07-19,Bengaluru Urban,Central PS,LOC065,Open,OFF00264,VIC02432
FIR04402,Theft,2024-03-26,Chikkamagaluru,East PS,LOC074,Closed,OFF01031,VIC00598
FIR04403,Cyber Crime,2023-12-01,Udupi,Cyber PS,LOC092,Under Investigation,OFF00291,VIC00276
FIR04404,Assault,2023-01-22,Bengaluru Urban,East PS,LOC054,Open,OFF00011,VIC02188
FIR04405,Domestic Violence,2024-02-02,Chikkamagaluru,Rural PS,LOC051,Closed,OFF01161,VIC01402
FIR04406,Financial Fraud,2023-05-03,Tumakuru,East PS,LOC058,Under Investigation,OFF00488,VIC00943
FIR04407,Domestic Violence,2024-03-25,Bengaluru Urban,Cyber PS,LOC062,Under Investigation,OFF01244,VIC00378
FIR04408,Drug Offense,2022-01-22,Chikkamagaluru,East PS,LOC074,Open,OFF01553,VIC02594
FIR04409,Fraud,2023-06-16,Kalaburagi,East PS,LOC012,Closed,OFF01308,VIC01712
FIR04410,Assault,2022-11-11,Chikkamagaluru,East PS,LOC074,Open,OFF01808,VIC02977
FIR04411,Robbery,2024-09-21,Kalaburagi,East PS,LOC029,Closed,OFF00332,VIC02113
FIR04412,Domestic Violence,2025-09-21,Mangaluru,West PS,LOC002,Closed,OFF01770,VIC01901
FIR04413,Murder,2022-07-24,Bengaluru Rural,East PS,LOC040,Under Investigation,OFF00068,VIC02056
FIR04414,Robbery,2022-01-15,Ballari,Rural PS,LOC066,Closed,OFF01628,VIC00803
FIR04415,Murder,2022-08-07,Davanagere,Traffic PS,LOC095,Closed,OFF00943,VIC00211
FIR04416,Vehicle Theft,2025-06-01,Vijayapura,Central PS,LOC079,Under Investigation,OFF01371,VIC00238
FIR04417,Murder,2022-02-26,Ballari,Traffic PS,LOC013,Open,OFF01502,VIC01664
FIR04418,Murder,2022-05-31,Davanagere,North PS,LOC044,Open,OFF01563,VIC02736
FIR04419,Domestic Violence,2022-09-02,Vijayapura,East PS,LOC001,Open,OFF00573,VIC01453
FIR04420,Burglary,2023-12-24,Chikkamagaluru,West PS,LOC088,Open,OFF01272,VIC02671
FIR04421,Murder,2022-11-02,Davanagere,Traffic PS,LOC095,Closed,OFF00773,VIC01073
FIR04422,Murder,2023-07-05,Kalaburagi,East PS,LOC012,Under Investigation,OFF00721,VIC00284
FIR04423,Murder,2024-09-03,Vijayapura,South PS,LOC073,Closed,OFF01416,VIC00138
FIR04424,Murder,2022-11-27,Hubballi-Dharwad,North PS,LOC099,Open,OFF00759,VIC00841
FIR04425,Kidnapping,2025-01-01,Udupi,North PS,LOC060,Closed,OFF01154,VIC00349
FIR04426,Robbery,2022-09-13,Bengaluru Urban,East PS,LOC054,Closed,OFF01300,VIC00104
FIR04427,Kidnapping,2025-05-22,Kalaburagi,North PS,LOC043,Closed,OFF01870,VIC00289
FIR04428,Murder,2023-08-02,Davanagere,North PS,LOC020,Open,OFF01522,VIC02445
FIR04429,Fraud,2024-08-13,Vijayapura,North PS,LOC096,Closed,OFF01408,VIC00413
FIR04430,Cyber Crime,2022-08-15,Tumakuru,North PS,LOC005,Open,OFF01562,VIC00629
FIR04431,Vehicle Theft,2025-02-23,Tumakuru,East PS,LOC058,Open,OFF01699,VIC00656
FIR04432,Burglary,2024-04-23,Tumakuru,North PS,LOC005,Closed,OFF00475,VIC00474
FIR04433,Murder,2023-12-10,Mangaluru,Cyber PS,LOC061,Open,OFF01590,VIC01216
FIR04434,Assault,2025-01-22,Hassan,Traffic PS,LOC009,Under Investigation,OFF00522,VIC02998
FIR04435,Cyber Crime,2022-12-31,Hubballi-Dharwad,North PS,LOC039,Under Investigation,OFF01135,VIC02860
FIR04436,Financial Fraud,2024-08-20,Kalaburagi,Traffic PS,LOC008,Closed,OFF01446,VIC00821
FIR04437,Drug Offense,2025-08-15,Chikkamagaluru,North PS,LOC093,Under Investigation,OFF00461,VIC00924
FIR04438,Burglary,2024-09-10,Mangaluru,West PS,LOC002,Closed,OFF01007,VIC02268
FIR04439,Kidnapping,2023-01-27,Tumakuru,West PS,LOC042,Closed,OFF01537,VIC00443
FIR04440,Fraud,2025-07-13,Davanagere,Cyber PS,LOC087,Closed,OFF00098,VIC00054
FIR04441,Domestic Violence,2024-08-05,Ballari,Traffic PS,LOC023,Closed,OFF00783,VIC00602
FIR04442,Drug Offense,2025-05-21,Udupi,North PS,LOC015,Closed,OFF01264,VIC02189
FIR04443,Fraud,2022-08-14,Vijayapura,Traffic PS,LOC045,Closed,OFF01270,VIC01375
FIR04444,Assault,2023-09-22,Shivamogga,South PS,LOC030,Under Investigation,OFF01108,VIC01642
FIR04445,Theft,2025-08-19,Chikkamagaluru,East PS,LOC080,Open,OFF00453,VIC02387
FIR04446,Theft,2025-03-16,Davanagere,Traffic PS,LOC095,Open,OFF00251,VIC02470
FIR04447,Kidnapping,2024-12-29,Mysuru,East PS,LOC068,Open,OFF00228,VIC02906
FIR04448,Burglary,2023-08-31,Kalaburagi,North PS,LOC006,Closed,OFF01602,VIC00082
FIR04449,Drug Offense,2025-04-05,Hubballi-Dharwad,Central PS,LOC085,Open,OFF01979,VIC00689
FIR04450,Financial Fraud,2022-03-04,Ballari,North PS,LOC047,Open,OFF00538,VIC02630
FIR04451,Theft,2023-08-11,Bengaluru Rural,Cyber PS,LOC097,Under Investigation,OFF01296,VIC02124
FIR04452,Financial Fraud,2024-05-08,Davanagere,Central PS,LOC048,Closed,OFF00491,VIC00857
FIR04453,Vehicle Theft,2023-04-13,Davanagere,North PS,LOC020,Closed,OFF00334,VIC00368
FIR04454,Burglary,2023-08-13,Shivamogga,Traffic PS,LOC016,Closed,OFF00620,VIC01107
FIR04455,Burglary,2022-10-11,Hassan,East PS,LOC055,Closed,OFF00493,VIC00030
FIR04456,Burglary,2025-05-01,Ballari,West PS,LOC089,Open,OFF01928,VIC01292
FIR04457,Murder,2024-04-24,Mangaluru,Cyber PS,LOC069,Open,OFF01343,VIC00741
FIR04458,Robbery,2025-05-04,Hassan,Central PS,LOC021,Under Investigation,OFF00769,VIC00207
FIR04459,Theft,2025-07-13,Ballari,Traffic PS,LOC013,Open,OFF01156,VIC02185
FIR04460,Burglary,2023-11-12,Davanagere,North PS,LOC020,Closed,OFF01978,VIC00755
FIR04461,Financial Fraud,2022-08-11,Vijayapura,South PS,LOC083,Open,OFF01921,VIC00225
FIR04462,Burglary,2023-01-13,Kalaburagi,Traffic PS,LOC100,Closed,OFF00656,VIC01734
FIR04463,Cyber Crime,2022-05-15,Davanagere,North PS,LOC044,Closed,OFF00235,VIC02911
FIR04464,Murder,2024-05-12,Bengaluru Urban,North PS,LOC014,Open,OFF01185,VIC00147
FIR04465,Robbery,2025-07-22,Hassan,West PS,LOC041,Under Investigation,OFF01434,VIC00139
FIR04466,Murder,2022-09-15,Vijayapura,North PS,LOC096,Open,OFF00986,VIC00892
FIR04467,Murder,2023-11-07,Hassan,West PS,LOC094,Under Investigation,OFF00720,VIC02237
FIR04468,Vehicle Theft,2023-07-13,Udupi,North PS,LOC060,Closed,OFF01134,VIC00428
FIR04469,Murder,2022-11-20,Hubballi-Dharwad,North PS,LOC039,Under Investigation,OFF01475,VIC02014
FIR04470,Kidnapping,2023-05-12,Mangaluru,East PS,LOC091,Closed,OFF00487,VIC01894
FIR04471,Kidnapping,2024-05-04,Udupi,Central PS,LOC059,Closed,OFF01199,VIC00199
FIR04472,Vehicle Theft,2024-09-12,Davanagere,North PS,LOC044,Open,OFF00017,VIC02544
FIR04473,Murder,2023-05-26,Mangaluru,Central PS,LOC070,Open,OFF01010,VIC02625
FIR04474,Drug Offense,2022-12-07,Vijayapura,Central PS,LOC079,Open,OFF01820,VIC01815
FIR04475,Vehicle Theft,2023-09-09,Davanagere,Cyber PS,LOC087,Under Investigation,OFF00412,VIC01619
FIR04476,Fraud,2024-04-04,Davanagere,North PS,LOC044,Open,OFF01839,VIC02839
FIR04477,Burglary,2023-02-20,Davanagere,Rural PS,LOC011,Under Investigation,OFF01545,VIC01115
FIR04478,Murder,2022-02-02,Mangaluru,East PS,LOC091,Open,OFF00142,VIC01356
FIR04479,Theft,2025-07-26,Mysuru,East PS,LOC068,Closed,OFF01096,VIC02960
FIR04480,Drug Offense,2024-07-17,Ballari,Cyber PS,LOC026,Open,OFF01978,VIC02517
FIR04481,Cyber Crime,2023-10-01,Hassan,Rural PS,LOC064,Open,OFF00768,VIC01862
FIR04482,Vehicle Theft,2024-10-27,Mangaluru,East PS,LOC057,Open,OFF00151,VIC00008
FIR04483,Fraud,2023-10-28,Ballari,Traffic PS,LOC071,Closed,OFF01112,VIC01089
FIR04484,Financial Fraud,2022-04-18,Ballari,Rural PS,LOC066,Closed,OFF01461,VIC00274
FIR04485,Assault,2025-08-06,Vijayapura,East PS,LOC001,Open,OFF00236,VIC02300
FIR04486,Vehicle Theft,2025-06-22,Chikkamagaluru,East PS,LOC080,Under Investigation,OFF00650,VIC01735
FIR04487,Financial Fraud,2022-05-06,Vijayapura,South PS,LOC073,Closed,OFF00507,VIC00270
FIR04488,Cyber Crime,2024-01-15,Ballari,West PS,LOC089,Under Investigation,OFF00034,VIC01265
FIR04489,Assault,2025-06-27,Kalaburagi,East PS,LOC012,Closed,OFF01126,VIC02062
FIR04490,Murder,2025-11-01,Bengaluru Urban,North PS,LOC014,Closed,OFF00352,VIC01506
FIR04491,Cyber Crime,2022-02-09,Mangaluru,West PS,LOC002,Closed,OFF00996,VIC01750
FIR04492,Murder,2025-10-07,Mysuru,East PS,LOC068,Open,OFF00143,VIC02859
FIR04493,Burglary,2023-12-12,Shivamogga,South PS,LOC063,Under Investigation,OFF01841,VIC00908
FIR04494,Financial Fraud,2025-02-16,Shivamogga,South PS,LOC030,Open,OFF01029,VIC01644
FIR04495,Assault,2024-07-24,Kalaburagi,Traffic PS,LOC008,Open,OFF01391,VIC00255
FIR04496,Assault,2022-07-21,Udupi,Central PS,LOC059,Open,OFF00960,VIC00674
FIR04497,Assault,2024-09-12,Udupi,North PS,LOC015,Closed,OFF01005,VIC01212
FIR04498,Kidnapping,2023-05-25,Kalaburagi,Traffic PS,LOC008,Under Investigation,OFF00323,VIC00901
FIR04499,Burglary,2022-04-14,Hassan,Central PS,LOC021,Open,OFF00872,VIC00701
FIR04500,Robbery,2023-09-28,Bengaluru Rural,Cyber PS,LOC097,Open,OFF00127,VIC00275
FIR04501,Vehicle Theft,2023-08-24,Bengaluru Rural,West PS,LOC028,Closed,OFF01172,VIC02966
FIR04502,Murder,2025-07-21,Tumakuru,West PS,LOC042,Under Investigation,OFF00572,VIC00406
FIR04503,Financial Fraud,2023-01-26,Bengaluru Rural,East PS,LOC081,Closed,OFF01850,VIC02256
FIR04504,Assault,2022-04-23,Chikkamagaluru,North PS,LOC093,Open,OFF01284,VIC02984
FIR04505,Fraud,2022-04-02,Shivamogga,West PS,LOC056,Open,OFF00601,VIC01771
FIR04506,Burglary,2022-04-09,Chikkamagaluru,North PS,LOC077,Open,OFF00855,VIC01534
FIR04507,Robbery,2023-10-31,Hassan,East PS,LOC055,Open,OFF01540,VIC02094
FIR04508,Fraud,2022-07-03,Kalaburagi,North PS,LOC006,Closed,OFF00340,VIC02451
FIR04509,Vehicle Theft,2024-12-30,Udupi,North PS,LOC060,Open,OFF00195,VIC00426
FIR04510,Kidnapping,2023-07-01,Mysuru,Central PS,LOC067,Under Investigation,OFF01343,VIC01295
FIR04511,Burglary,2023-07-14,Kalaburagi,North PS,LOC052,Open,OFF00350,VIC01930
FIR04512,Cyber Crime,2025-10-14,Mangaluru,Cyber PS,LOC069,Closed,OFF01352,VIC01347
FIR04513,Robbery,2023-09-18,Davanagere,Traffic PS,LOC095,Open,OFF00623,VIC00626
FIR04514,Burglary,2025-06-25,Vijayapura,South PS,LOC083,Closed,OFF00428,VIC00156
FIR04515,Burglary,2022-06-29,Mangaluru,East PS,LOC057,Closed,OFF01728,VIC01292
FIR04516,Theft,2024-11-11,Hassan,East PS,LOC055,Closed,OFF00354,VIC02253
FIR04517,Murder,2022-06-04,Ballari,Traffic PS,LOC013,Open,OFF00238,VIC00946
FIR04518,Theft,2023-12-09,Kalaburagi,Traffic PS,LOC100,Closed,OFF01289,VIC00724
FIR04519,Financial Fraud,2023-04-03,Kalaburagi,East PS,LOC012,Under Investigation,OFF01497,VIC00614
FIR04520,Cyber Crime,2025-06-05,Bengaluru Rural,East PS,LOC081,Open,OFF00455,VIC00429
FIR04521,Robbery,2024-08-21,Hassan,West PS,LOC041,Closed,OFF00164,VIC00220
FIR04522,Fraud,2024-10-15,Tumakuru,East PS,LOC058,Closed,OFF01128,VIC00382
FIR04523,Drug Offense,2022-09-06,Udupi,Central PS,LOC059,Closed,OFF01977,VIC00521
FIR04524,Domestic Violence,2022-12-22,Ballari,Rural PS,LOC066,Under Investigation,OFF01505,VIC00929
FIR04525,Cyber Crime,2022-09-27,Vijayapura,East PS,LOC001,Closed,OFF00891,VIC02405
FIR04526,Drug Offense,2022-02-05,Shivamogga,South PS,LOC063,Open,OFF01279,VIC01831
FIR04527,Burglary,2024-04-20,Vijayapura,East PS,LOC001,Open,OFF01004,VIC01515
FIR04528,Domestic Violence,2025-10-03,Hubballi-Dharwad,West PS,LOC076,Under Investigation,OFF00173,VIC02026
FIR04529,Assault,2024-06-04,Mangaluru,Cyber PS,LOC061,Closed,OFF01702,VIC01749
FIR04530,Theft,2022-01-19,Chikkamagaluru,Rural PS,LOC051,Closed,OFF00400,VIC02362
FIR04531,Fraud,2022-05-30,Vijayapura,South PS,LOC073,Open,OFF01972,VIC01560
FIR04532,Theft,2022-11-12,Chikkamagaluru,North PS,LOC093,Closed,OFF01348,VIC02657
FIR04533,Kidnapping,2025-02-25,Mangaluru,East PS,LOC091,Closed,OFF01118,VIC00861
FIR04534,Kidnapping,2024-01-05,Udupi,Traffic PS,LOC049,Under Investigation,OFF00682,VIC00649
FIR04535,Vehicle Theft,2025-05-04,Mysuru,Central PS,LOC067,Closed,OFF00221,VIC02672
FIR04536,Assault,2023-09-19,Ballari,Traffic PS,LOC071,Under Investigation,OFF00925,VIC01418
FIR04537,Theft,2024-05-15,Shivamogga,West PS,LOC056,Under Investigation,OFF00549,VIC02040
FIR04538,Theft,2025-04-29,Mysuru,East PS,LOC068,Open,OFF00155,VIC00744
FIR04539,Cyber Crime,2022-06-11,Hubballi-Dharwad,West PS,LOC076,Closed,OFF00480,VIC01871
FIR04540,Theft,2022-07-16,Mangaluru,North PS,LOC098,Under Investigation,OFF01794,VIC02904
FIR04541,Burglary,2025-05-13,Ballari,West PS,LOC089,Closed,OFF00327,VIC02228
FIR04542,Domestic Violence,2024-12-10,Vijayapura,Rural PS,LOC050,Under Investigation,OFF02000,VIC01221
FIR04543,Murder,2025-01-06,Vijayapura,Rural PS,LOC050,Open,OFF01009,VIC02222
FIR04544,Drug Offense,2023-07-30,Shivamogga,Central PS,LOC033,Under Investigation,OFF01524,VIC01802
FIR04545,Assault,2024-03-01,Ballari,North PS,LOC047,Under Investigation,OFF00986,VIC00156
FIR04546,Drug Offense,2022-08-22,Vijayapura,Traffic PS,LOC045,Under Investigation,OFF00524,VIC00411
